Artifact Number,Unit,Depth,Level,Material,Variety of Material,Type of Ware,Provenance,Period,Form,Vessel Part,Number of Pieces,Weight,Length,Width,Thickness,Thickness of base (complete profile),Height of foot rim,Thickness (foot rim),Diameter,MNV,Color Exterior Earthenware (Munsell),Color Interior Earthenware (Munsell),Color Profile Earthenware (Munsell),Remarks,Excavation Date
STABW430,F21-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century17th century,Bowl,Body,1,1,2.2,1.2,0.3,,,,,,,,,Ming. Exterior- Patch of blue followed by a thick blue line.,
STABW431,47,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,2,3.4,1.5,0.2,,,,13,,,,,Yuan. Everted Rim. Interior- Classic Scroll. Exterior- A single stroke of blue followed by a floral motif,
STABW432,56,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Vase,Body,1,6,3.4,3,0.5,,,,,,,,,Yuan. Depiction of a landscape that includes flower motifs and plants. Interior is unglazed.,
STABW433,1007,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,7,4.1,3.6,0.3,,,,8,,,,,Yuan. Everted Rim. Exterior- Vines with pointed leaves. Interior- Classic scroll.,
STABW434,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,5,4.3,3.6,0.5,,,,8.5,,,,,Early Ming. Everted Rim. Exterior-Vines with sharp leaves and black berries. Interior- Classic scroll followed by a single line.,
STABW435,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,5,3.8,2.3,0.2,,,,9,,,,,Yuan. Based on free-hand nature of the brush strokes. Everted Rim. Exterior- Vine with chrysanthemum and pointed leaves. Interior- Cloud scroll,
STABW436,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,3,3.1,2.1,0.2,,,,13,,,,,Yuan. Everted Rim. Exterior- Floral and leaf sprays. Interior- Part of a classic scroll.,
STABW437,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,3,2.8,2.3,0.3,,,,,,,,,Yuan. Exterior- Part of leaf vine,
STABW438,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,1,2.4,1.7,0.1,,,,11,,,,,Late Yuan/Early Ming. Everted Rim. Interior- Leaf motifs. Exterior- Single line followed by leaf motifs.,
STABW439,17,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,18,6.3,5.2,0.4,,,,,,,,,Late Ming. Interior- Depiction of a landscape which includes a pagoda next to a lake. There is also a sampan on the lake.,
STABW440,17,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,3,2.6,1.6,0.5,,,,,,,,,Middle Ming. Interior- Design unknown.,
STABW441,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,5,3.8,2.8,0.3,,,,8,,,,,Yuan. 14th century. Everted Rim. Exterior- Leaf vine. Interior- Cloud scroll.,
STABW442,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,2,2.4,1.9,0.2,,,,8,,,,,Yuan. Everted Rim. Exterior- Leaf vine. Interior- Cloud scroll or classic scroll.,
STABW443,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,2,3.7,3.1,0.2,,,,8,,,,,Yuan. Everted Rim. Exterior- Vine with a chrysanthemum flower with a swirly centre and a leaves. Interior- Classic scroll and single blue line.,
STABW444,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,1,1.9,1.2,0.2,,,,8,,,,,Early Ming. Everted Rim. Exterior- Design unknown. Interior- Classic scroll.,
STABW445,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,4,4,2.3,0.3,,,,8,,,,,Early Ming. Inverted Rim. Exterior- Leaf Vine. Interior- Classic scroll.,
STABW446,50,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,3,2.7,2.5,0.3,,,,8,,,,,Yuan. Inverted Rim. Exterior- Leaf vine. Interior- Key fret.,
STABW447,1006,0-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,6,3.9,3.6,0.3,,,,16,,,,,Yuan. Inverted Rim. Exterior- Unknown stylised design. Interior- Classic scroll within a band of single lines. Following that is a single line.,
STABW448,1006,0-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim,1,2,3,1.5,0.2,,,,13,,,,,Late Ming. Everted slight inverted Rim. Interior- A thick single brush stroke followed by a floral motif.,
STABW449,43,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,5,4.2,3.3,0.3,,,,19,,,,,Yuan dynasty. Inverted Rim. Interior- Repetitive swirl pattern along the rim. Exterior- Chrysanthemum with a swirl in the centre followed by a petal panel frame.,
STABW450,1007,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Body,1,9,5.2,3.2,0.6,,,,,,,,,Yuan. Exterior- Vine with pointed leaves and part of a chrysanthemum flower.,
STABW451,3002A,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Lid,1,4,2.7,2.5,0.7,,,,7,,,,,Yuan. Exterior -Stylised curved lines on the surface of the lid.,
STABW452,39,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Plate,Body,1,1,1.3,0.9,0.4,,,,,,,,,Middle Ming.Interior- Unknown design but it could be a depiction of a house,
STABW453,39,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,1,1.3,1.1,0.2,,,,,,,,,Late Ming. Interior- Unknown design.,
STABW454,39,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Vase,NeckShoulder,1,14,6,2.9,0.6,,,,,,,,,Yuan. Exterior- Lotus panels.,
STABW455,78,30-40,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,27,6.3,3.8,0.7,,1.3,0.8,11,,,,,Yuan. Interior- Lotus flower along the cavetto of the bowl followed by a double parallel line. In the central medallion of the bowl a landscape design is encircled by a band of parallel lines. Exterior- Could be part of a petal panel frame. A single line goes around the foot of the vessel.,2/5/2004
STABW456,G20-3,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,9,4.1,3.5,0.4,,,,18,,,,,Early Ming. Inverted Rim. Interior- A single line followed by a vine. Exterior- Vine with lotus flower and leaves and cloud motifs. A double line separates from the vine and a petal panel frame with a cloud motif within.,2/14/2004
STABW457,G17-3,50-110,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Covered box,Lid,1,12,6.5,2.9,0.4,,,,7,,,,,Yuan. Everted Rim (slight). Exterior- On the flat portion of the lid there are pointed leaves that could be part of a leaf vine. At the curved portion of the lid there is a classic scroll that is banded within double lines that are parallel. A single line follows after.,3/18/2004
STABW458,G17-3,50-110,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jarlet,Mouth,1,20,6.6,3.9,0.3,,,,4.5,,,,,Yuan. Exterior- Double parallel lines that are close to the mouth of the vessel. Following that is a vine with leaves and a chrysanthemum flower with a swirl in the centre. Interior- Unglazed.,
STABW459,31,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Base,1,27,5.9,5,0.4,,1.2,0.5,3,,,,,Middle Ming. Interior- the chinese character 'shou' 寿.,11/21/2003
STABW460,32,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,5,3.4,2.7,0.3,,,,21,,,,,Yuan. Inverted rim with everted lip. Exterior- Part of a leaf vine with thin and long leaves Interior- Repetitive swirl pattern near the lip of the rim.,1/12/2003
STABW461,H19-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,4,3,2.3,0.3,,,,11,,,,,Early Ming. Everted Rim. Interior- Cloud scroll along the edge of the rim.,9/6/2004
STABW462,31,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Rim,1,12,6.1,2.6,0.3,,,,8.5,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with chrysanthemums and pointed leaves. Interior- Circular Key fret. Part of the same vessel as STABW463 and STABW464. Only part of the cup was drawn.,11/21/2003
STABW463,31,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Rim,1,8,5.7,3.1,0.2,,,,8.5,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with chrysanthemums and pointed leaves. Interior- Circular key fret. Probably part of the same vessel as STABW462 and STABW464.,11/21/2003
STABW464,31,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Body,1,3,3.7,2.1,0.3,,,,,,,,,Exterior- Vine with pointed leaves. Probably part of the same vessel as STABW462 and STABW463.,11/21/2003
STABW465,H19-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,28,5.3,4.1,0.4,,1.5,0.7,20,,,,,Late Ming. Interior- Depiction of a floral motif with pointed triangle leaves along the cavetto of the plate. The central medallion is surrounded by two circles of varying thickness. Exterior- A single blue line on the body of the vessel. There is a thick blue line just at the beginning of the foot of the vessel and two thinner parallel blue lines going around the foot of the vessel.,9/6/2004
STABW466,H19-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,1,2.3,1,0.1,,,,8,,,,,Yuan. Inverted Rim. Interior- Appears to be part of a repetitive swirl pattern. Exterior- Pointed end of a leaf is visible. This could be part of a leaf vine.,
STABW467,29,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Jar,Body,1,25,10.8,3.3,4.8,,,,,,,,,Middle Ming. Exterior- Petal Panel Frame enclosing a series of cloud patterns in the centre. Interior is unglazed. Fit and glued to STABW497.,
STABW468,NWT1-3A,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Base,1,133,6.7,6.5,1.3,,1.3,0.9,6.5,,,,,Early Ming. Interior- There is a depiction of a pond landscape with aquatic plants in the center medallion of the bowl.,12/30/2003
STABW469,D20-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Body,1,11,5.4,4.1,0.4,,,,,,,,,Late Ming. Exterior- A single blue line. Interior- Pointed triangle leaves that could be part of a floral motif followed by long wavy line patterns on the body of the sherd.,2/26/2004
STABW470,10,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,4,2.4,1.7,0.4,,,,,,,,,Late Yuan/Early Ming. Exterior- Part of a petal panel frame and a cloud motif.,
STABW471,G20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Cup,Rim,1,2,3.2,2.8,0.1,,,,8.5,,,,,Late Yuan/Early Ming. Inverted Rim. Exterior- A double parallel line  close to the lip of the vessel. There is a leaf vine on the body of the sherd. Interior- Classic scroll within a band of two single lines.,
STABW472,25,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,5,3.5,3.2,0.3,,,,,,,,,Middle Ming. Exterior- A vine and part of a petal panel frame separated by two parallel brush strokes. Interior- 2 parallel brush strokes at the upper portion of the sherd.,11/14/2003
STABW473,70,90-100,10,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,26,5.1,3.6,1.2,,0.6,0.6,3.5,,,,,Yuan. Complex vine made up of leaves and a chrysanthemum flower in the central medallion. Interior of the center of the bowl is flat Shufu-type form. Unglazed bottom of the base. The center of the base is a dip. Qingbai glaze.,
STABW474,48,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Cup,Rim,1,12,5.8,4.3,0.3,,,,8,,,,,Yuan. Everted Rim. Exterior- Leaf vine. Interior- Repetitive swirl patterns along the edge of the rim. Fits STABW079.,
STABW475,72,60-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,3,3,2.8,0.2,,,,,,,,,Middle Ming. Interior- Leaf Vine. Exterior- Vine with a chrysanthemum with a swirl centre.,2/2/2004
STABW476,82,30-40,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jar,Body,1,5,3,2.6,0.3,,,,,,,,,Yuan. Exterior- Lotus flower and part of a leaf. Interior is unglazed.,
STABW477,E23-2,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Jarlet,Body,1,3,2.5,2.3,0.3,,,,,,,,,Late Yuan/Early Ming. Exterior- Leaf vine followed by 2 parallel lines. Interior is unglazed.,2/21/2004
STABW478,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jarlet,MouthLug,1,6,3.6,1.3,0.4,,,,3,,,,,Early Ming. Exterior- Pointed leaves,12/27/2003
STABW479,2006,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,2,2.6,1.1,0.2,,,,,,,,,Yuan. Interior- Vine with grapes and floral motifs. Exterior- Vine withleaves.,
STABW480,84,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,223,12,9.6,1.4,,0.8,1,5.5,,,,,Yuan. Interior- The central medallion is made up of leaf sprays grapes and a chrysanthemum flower with a fine mesh in the centre. This central medallion is enclosed within a circle made up of a single blue brush stroke. Exterior- Could be a petal panel frame which goes around the vessel.,2/9/2004
STABW481,Salvage,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Incense burner,Rim,1,26,5.1,4.4,0.6,,,,14,,,,,Early Ming (14th/15th c). Exterior- On the main body of the vessel there are pointed leaves on a vine (blackberry vine). Near the lip there are two parallel lines going around the vessel. On the vertical portion of the vessel which extends from the main body there are brush strokes at the side and incised lines on the front.  On the handle are four vertical low molded lines. Crackle glaze. Unglazed on the interior under the rim.,10/25/2003
STABW482,1007,,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Cup,Rim,1,3,2.9,2.7,0.2,,,,9,,,,,Middle Ming. Everted Rim. Exterior- A single blue line followed by a vine with a grape. Interior- Classic scroll. Fallen Wall,
STABW483,85,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,5,4.8,3.4,0.2,,,,22,,,,,Late Ming. Straight rim. Scalloped rim. Interior- Hive like design with a rectangle within the hive.,2/9/2004
STABW484,53,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,5,2.9,2.6,0.3,,,,,,,,,Middle Ming. Exterior- Mythical creature that resembles a dragon or phoenix. Interior- only 2 dots visible.,12/11/2003
STABW485,C14,,surface,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,8,3.9,2.2,0.3,,,,17,,,,,Middle Ming (16th C). Inverted Rim. Exterior- Fish motif. Interior- A scroll made up of vertical lines banded within 2 sets of parallel lines. Surface find.,4/7/2004
STABW486,13A,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Rim,1,3,2.2,1.8,0.3,,,,16,,,,,Middle Ming (16th C). Everted Rim. Exterior- Leaves that could be part of a vine. Interior- Classic scroll followed by a single line.,10/21/2003
STABW487,2007,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Rim & Base (complete profile),1,80,9,7.8,0.7,,1.4,0.7,13,,,,,Late Ming. Exterior- A blue line runs at the lip of the bowl. On the body of the vessel there is a stylised floral motif. Nearing the foot of the vessel there are two parallel blue lines near the foot going around the vessel. Interior- A blue line runs along the lip of the vessel. In the central medallion of the base there are flowers with three pointed petals.  Swatow ware? Fallen Wall,1/2/2004
STABW488,H20-4,70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,2,2.6,1.9,0.1,,,,21,,,,,Late Ming (Transition).Straight Rim. Interior- The cavetto of the vessel is painted blue and there are crossed patterns on the surface (Trellis diaper). Exterior- Plantain Leaves,2/14/2004
STABW489,D18-3,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Base,1,66,10.4,6.6,0.5,,1.3,0.6,11,,,,,Late Ming (16th C). In the central medallion of the vessel there are leaves and flowers. Exterior- There is a single blue line that goes around the foot of the vessel. On the reverse side of the base there is an inscription which is encircled by a thick blue line.,
STABW490,E22-3,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,23,6.2,6,0.4,,,,,,,,,Late Ming (16th C). Stylised floral motifs on the body of the vessel. Swatow ware or Vietnamese?,4/20/2021
STABW491,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Rim,1,1,2.5,1.1,0.3,,,,13,,,,,Early Ming. Everted Rim. Exterior- The lip of the vessel is painted in blue. There is also a vine with grapes. Interior- Classic scroll within a band of single lines.,11/17/2003
STABW492,25,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Body,1,2,3,2.1,0.3,,,,,,,,,Late Yuan/Early Ming. Petal panel frame with a cloud motif in the centre.,
STABW493,32,Unknown,3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Bowl,Body,1,2,2,0.7,0.2,,,,,,,,,Late Ming. Part of a landscape- the motif on the sherd appears to look lke it is part of a building or house.,12/1/2003
STABW494,83,40-50,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Cup,Rim,1,2,2.9,2.9,0.2,,,,7.5,,,,,Yuan. Everted Rim. Exterior- Vine with grapes and pointed leaves banded within two parallel lines. Interior- Classic scroll banded within two parallel brush strokes.,2/7/2003
STABW495,83,40-50,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Plate,Body,1,1,1.2,0.7,0.2,,,,,,,,,Yuan. Design unclear.,2/7/2003
STABW496,5000,70-80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Rim,1,7,4.5,4.1,0.3,,,,17,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with pointed leaves. Interior- Cloud scroll,3/8/2004
STABW497,29,Unknown,5,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Vase,Body,1,19,7.5,3.1,0.7,,,,,,,,,Middle Ming. Meiping vase. Exterior- Petal panel frame with a cloud scroll made up of a swirl design. Interior is unglazed. Fit and glued to STABW467.,11/21/2003
STABW498,82,0-30,1-3,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,48,8.6,5.5,0.5,,,,,,,,,Early Ming. Exterior- Petal panel frame with a cloud motif within. Interior- in the central medallion of the base there are some leaves that could be part of  a leaf spray or vine.,
STABW499,82,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,1,1.7,0.5,0.3,,,,,,,,,Late Yuan/Early Ming. Interior- A single line is visible. Exterior- Design could be a leaf from a vine,
STABW500,46,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,2,2.2,1.5,0.2,,,,,,,,,Late Yuan/Early Ming. Exterior- There is one single brush stroke on the surface of the sherd.,
STABW501,46,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,4,3.5,1.9,0.3,,,,,,,,,Middle Ming. Interior- Classic scroll. Exterior- Vine with leaves.,12/7/2003
STABW502,1000A,60-sterile,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Rim,1,3,3.5,2,0.2,,,,8,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with pointed leaves and chrysanthemum with a swirl centre. Interior- Classic scroll followed by a single line.,
STABW503,5,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Rim,1,8,5.4,2.9,0.3,,,,17,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with a lotus flower. Interior- Classic scroll banded within 2 parallel brush strokes.,9/30/2003
STABW504,1006,40-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Rim,1,3,3.3,1.7,0.2,,,,9,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Leaf Vine. Interior- Cloud scroll,1/6/2004
STABW505,53,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Rim,1,13,5.9,3.1,0.5,,,,22,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Vine with leaves and floral motif. Following that is an band made up of two parallel lines on top and below. After which there is a petal panel frame. Interior- A single brush stroke followed by a classic scroll and two parallel lines.,12/11/2003
STABW506,53,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Body,1,5,4.9,3,0.4,,,,,,,,,Yuan. Floral motif followed by two single blue line and a petal panel frame with a cloud motif within.,
STABW507,H18-2,50-60,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,3,2.9,1.9,0.2,,,,11,,,,,Yuan. Straight rim with an everted lip. Exterior- Vine with rounded leaves.  | Gray white sand. Mixed context,
STABW508,63,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Rim,1,6,3.7,2.2,0.3,,,,19.5,,,,,Yuan. Inverted Rim. Exterior- Single blue line followed by a leaf vine and two parallel lines. Interior- A single blue line followed by a classic scroll and two parallel lines.,1/12/2004
STABW509,70,50-60,6,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Base,1,85,9.1,6.2,0.6,,0.9,0.7,18,,,,,Middle Ming. Exterior- Floral motifs followed by two parallel lines near the foot of the vessel. Interior- Appears to be a depiction of a natural landscape with aquatic plants in the central medallion of the bowl. Along the cavetto there are flowers and plants.,
STABW510,H20-4,80,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Jarlet,Lid,1,12,4.2,2,0.5,,,,7,,,,,Middle Ming. Exterior-Long and thin leaves. Interior is unglazed.,3/12/2004
STABW511,H20-13,80-107,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Rim,1,10,5.9,3.8,0.3,,,,18,,,,,Late Yuan/Early Ming. Everted Rim. Interior- Vine followed by a single line. Exterior- Complex leaf vine along the rim of the vessel.,3/11/2004
STABW512,7,30-40,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Vase,Body,1,16,5.2,3.9,0.8,,,,,,,,,Yuan. Exterior- Repetitive petal panel frames with a cloud motif within the centre on the surface of the vessel. Meiping.,10/9/2003
STABW513,3000,0-30,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,16th century17th century,Plate,Rim,1,13,5.9,3.5,0.4,,,,23,,,,,Late Ming (early 17th century after Wanli). Kraak ware type. Everted Rim. Interior- Lotus Panel with a floral motif within. Following that to the right is a diamond motif in the centre followed by round pebbles radiating from the centre diamond motif.  Exterior- Small beans or seed-like motifs banded within single blue lines. Following that is a floral motif. .,
STABW514,30,Unknown,4,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Vase,Body,1,18,5.6,4.1,0.7,,,,,,,,,Yuan. Exterior- A repetitive petal panel frame across the body of the vessel. Within the petal panel frames there are a range of motifs such as the cloud motif leaf vines and fish scales. Interior is unglazed. Meiping.,3/26/2003
STABW515,G18-1,80-110,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Bowl,Rim,1,22,6.5,4.9,0.4,,,,10.5,,,,,Late Yuan/Early Ming. Everted Rim. Exterior- Within a band of parallel lines there is a complex leaf vine with pointed leaves grapes and a chrysanthemum flower with a fine mesh in the centre. Following this are two parallel lines. Interior- A Classic scroll within a band of parallel lines followed by a single blue line.,
STABW516,Salvage,Unknown,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Bowl,Base,1,22,6.3,4.5,0.1,,0.9,,,,,,,Yuan. Interior- In the central medallion of the small bowl there is a chrysanthemum with a fine mesh in the centre. There are also leaf sprays that extend from the chrysanthemum in the centre. Exterior-Leaf vine,
STABW517,1002B,60-120,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jarlet,MouthLug,1,7,3.3,2.2,0.4,,,,,,,,,Late Yuan/Early Ming. Exterior- Some traces of point leaves- could be part of a vine.,
STABW518,E23-2,50-70,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Jarlet,Body,1,4,2.7,2.4,0.3,,,,,,,,,Late Yuan/Early Ming. Exterior- Triangular shaped leaves that apper to be part of a vine followed by a double parallel line. Interior is unglazed.,
STABW519,10,Unknown,2,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,15th century16th century,Bowl,Body,1,4,2.5,2.2,0.5,,,,,,,,,Middle Ming. Exterior- A cloud motif which could be within a petal panel frame.,10/25/2003
STABW520,G20-4,30-50,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century16th century17th century,Cup,Rim,1,2,3.3,2.3,0.2,,,,8.5,,,,,Late Yuan/Early Ming. Inverted Rim. Exterior- A horizontal blue brush stroke parallel to the edge of the rim followed by a leaf vine. Interior- Classic scroll banded within single parallel lines.,2/14/2004
STABW521,82,30-40,Unknown,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century,Jar,Body,1,6,3,2.7,0.5,,,,,,,,,Yuan. Exterior- Part of a lotus flower and a leaf. Interior is unglazed.,
STABW522,25,Unknown,1,Ceramics,Porcelain,Porcelain - Blue and White,Jingdezhen,14th century15th century,Bowl,Body,1,5,3.4,3.4,0.3,,,,,,,,,Late Yuan/Early Ming. Exterior- A vine and a petal panel frame separated by two parallel brush strokes in between. Interior- 2 parallel lines close to the edge of the sherd.,
